r,date,n1,n2,n3,n4,n5,n6,n7,n8,sum,median,consecutive,odd,ac,wuxing_ke,prime,partition,luckman
11035,20110330,1,11,21,25,28,29,30,5,145,25.0,1,5,18,1,2,11,1
11036,20110401,2,4,5,8,14,19,25,12,77,8.0,1,3,16,0,3,7,1
11037,20110404,2,10,14,16,18,20,25,1,105,16.0,0,1,15,2,1,9,1
11038,20110406,1,9,15,16,17,26,29,30,113,16.0,1,5,18,0,2,3,1
11039,20110408,1,2,6,12,13,21,30,19,85,12.0,2,3,18,0,2,4,1
11040,20110411,6,10,11,12,15,27,30,8,111,12.0,1,3,16,2,1,2,1
11041,20110413,2,5,8,13,18,19,21,10,86,13.0,1,4,13,0,4,33,1
11042,20110415,7,9,10,12,18,21,25,14,102,12.0,1,4,16,1,1,4,2
11043,20110418,1,9,12,13,20,27,29,24,111,13.0,1,5,18,1,2,3,1
11044,20110420,11,14,16,23,25,27,29,12,145,23.0,0,5,14,1,3,12,1
11045,20110422,5,6,9,12,17,20,21,1,90,12.0,2,4,13,1,2,33,1
11046,20110425,9,13,14,16,18,26,27,20,123,16.0,2,3,15,1,1,10,1
11047,20110427,5,9,11,16,18,19,29,26,107,16.0,1,5,16,3,4,4,1
11048,20110429,2,10,12,15,21,23,28,3,111,15.0,0,3,15,2,2,3,2
11049,20110502,5,9,11,12,15,23,29,17,104,12.0,1,6,15,2,4,2,2
11050,20110504,14,15,18,23,26,27,29,9,152,23.0,2,4,13,1,2,31,2
11051,20110506,6,9,13,17,21,22,26,5,114,17.0,1,4,14,2,2,9,1
11052,20110509,1,4,17,19,24,25,29,6,119,19.0,1,5,20,2,3,1,1
11053,20110511,2,10,11,13,26,27,30,18,119,13.0,2,3,17,1,3,5,1
11054,20110513,2,9,10,11,12,21,27,17,92,11.0,1,4,16,1,2,7,1
11055,20110516,3,6,7,10,14,18,21,16,79,10.0,1,3,10,2,2,36,1
11056,20110518,5,14,17,18,21,24,27,20,126,18.0,1,4,12,0,2,10,1
11057,20110520,2,3,5,16,17,19,23,20,85,16.0,2,5,16,0,6,4,1
11058,20110523,1,2,4,14,19,22,25,8,87,14.0,1,3,17,1,2,4,1
11059,20110525,5,11,17,20,21,22,30,25,126,20.0,1,4,17,1,3,9,1
11060,20110527,1,3,4,7,8,19,25,9,67,7.0,2,5,16,0,3,13,1
11061,20110530,5,8,10,15,18,25,30,12,111,15.0,0,3,13,3,1,2,1
11062,20110601,12,14,15,18,20,21,27,16,127,18.0,2,3,12,1,0,18,4
11063,20110603,1,5,16,17,18,26,28,15,111,17.0,1,3,16,0,2,3,1
11064,20110606,9,19,20,21,24,26,30,15,149,21.0,1,3,14,1,1,6,1
11065,20110608,3,11,21,23,24,25,26,20,133,23.0,1,5,16,0,3,11,1
11066,20110610,2,6,7,12,15,20,25,8,87,12.0,1,3,13,3,2,4,4
11067,20110613,4,13,15,16,22,24,28,5,122,16.0,1,2,15,0,1,10,4
11068,20110615,3,9,13,14,17,23,24,22,103,14.0,2,5,14,0,4,3,1
11069,20110617,5,7,9,16,17,21,25,2,100,16.0,1,6,14,2,3,4,1
11070,20110620,5,11,12,14,19,20,28,1,109,14.0,2,3,13,1,3,9,1
11071,20110622,4,13,14,23,24,25,27,19,130,23.0,2,4,14,0,2,12,1
11072,20110624,2,3,6,14,15,21,26,13,87,14.0,2,3,17,2,2,4,1
11073,20110627,4,5,14,21,23,24,27,8,118,21.0,2,4,16,0,2,1,4
11074,20110629,1,3,16,17,18,20,25,4,100,17.0,1,4,16,2,2,9,1
11075,20110701,6,9,12,19,21,25,27,20,119,19.0,0,5,15,2,1,3,1
11076,20110704,1,5,10,18,24,25,29,2,112,18.0,1,4,17,0,2,5,1
11077,20110706,6,13,14,15,23,24,27,25,122,15.0,2,4,15,0,2,6,4
11078,20110708,5,7,15,17,21,23,26,20,114,17.0,0,6,15,0,4,3,2
11079,20110711,5,14,16,19,20,26,28,27,128,19.0,1,2,16,0,2,10,1
11080,20110713,2,3,5,18,21,22,29,11,100,18.0,2,4,17,0,4,4,1
11081,20110715,4,5,6,7,15,16,25,12,78,7.0,2,4,12,0,2,7,4
11082,20110718,9,16,17,19,20,21,29,13,131,19.0,2,5,13,1,3,14,1
11083,20110720,3,6,11,16,17,22,23,25,98,16.0,2,4,15,3,4,4,1
11084,20110722,2,5,9,14,16,21,22,8,89,14.0,1,3,17,2,2,33,1
11085,20110725,1,7,12,22,24,27,29,15,122,22.0,0,4,16,1,2,1,1
11086,20110727,2,5,12,18,21,24,27,13,109,18.0,0,3,12,0,2,3,1
11087,20110729,9,16,18,19,22,24,30,27,138,19.0,1,2,16,3,1,10,1
11088,20110801,3,4,10,12,15,24,29,17,97,12.0,1,3,17,0,2,2,1
11089,20110803,12,13,18,24,25,27,28,6,147,24.0,3,3,15,0,1,31,1
11090,20110805,2,4,6,9,10,20,28,17,79,9.0,1,1,17,0,1,13,1
11091,20110808,6,13,15,20,25,27,30,23,136,20.0,0,4,13,3,1,6,1
11092,20110810,2,8,9,14,20,25,28,1,106,14.0,1,2,16,2,1,2,1
11093,20110812,7,8,10,13,14,22,23,2,97,13.0,3,3,15,1,3,4,4
11094,20110815,5,7,8,16,17,28,30,12,111,16.0,2,3,15,0,3,2,1
11095,20110817,7,10,13,16,18,19,27,29,110,16.0,1,4,12,1,3,9,1
11096,20110819,1,9,13,16,22,24,27,14,112,16.0,0,4,17,0,1,3,1
11097,20110822,10,11,15,16,21,27,29,20,129,16.0,2,5,15,1,2,3,1
11098,20110824,6,12,18,19,23,27,30,7,135,19.0,1,3,16,1,2,6,1
11099,20110826,11,15,16,23,26,27,29,28,147,23.0,2,5,16,0,3,12,2
11100,20110829,4,7,13,14,16,18,25,6,97,14.0,1,3,14,2,2,9,4
11101,20110831,7,11,17,18,26,27,30,13,136,18.0,2,4,16,1,3,1,2
11102,20110902,1,4,7,8,16,17,30,29,83,8.0,2,3,17,1,2,7,1
11103,20110905,1,2,11,16,23,27,29,4,109,16.0,1,5,21,1,4,5,1
11104,20110907,1,3,18,20,25,29,30,14,126,20.0,1,4,18,1,2,1,1
11105,20110909,4,5,10,15,23,26,30,24,113,15.0,1,3,19,1,2,5,2
11106,20110912,6,10,16,23,25,27,30,3,137,23.0,0,3,17,2,1,11,1
11107,20110914,3,4,9,10,13,25,27,30,91,10.0,2,5,19,2,2,8,1
11108,20110916,1,7,11,13,17,23,24,25,96,13.0,1,6,13,1,5,2,2
11109,20110919,2,4,9,20,21,24,29,27,109,20.0,1,3,19,1,2,2,1
11110,20110921,2,6,14,16,22,23,30,13,113,16.0,1,1,16,0,2,3,4
11111,20110923,2,3,6,7,21,27,30,24,96,7.0,2,4,17,4,3,8,1
11112,20110926,2,9,10,11,14,22,25,4,93,11.0,1,3,16,1,2,7,1
11113,20110928,4,7,8,12,15,22,27,20,95,12.0,1,3,15,0,1,4,4
11114,20110930,4,9,10,11,18,27,30,21,109,11.0,1,3,18,2,1,8,1
11115,20111003,2,5,6,12,19,29,30,21,103,12.0,2,3,16,1,4,2,1
11116,20111005,2,3,8,15,16,23,25,13,92,15.0,2,4,17,1,3,2,4
11117,20111007,12,14,15,19,22,25,27,9,134,19.0,1,4,13,1,1,27,1
11118,20111010,6,16,18,23,24,27,30,7,144,23.0,1,2,17,3,1,12,1
11119,20111012,3,8,12,19,20,25,26,9,113,19.0,2,3,16,3,2,3,1
11120,20111014,3,5,7,15,20,26,30,6,106,15.0,0,4,16,1,3,2,2
11121,20111017,5,8,15,25,27,28,30,21,138,25.0,1,4,15,0,1,11,1
11122,20111019,2,6,14,16,20,24,27,11,109,16.0,0,1,15,0,1,3,1
11123,20111021,7,11,16,18,20,22,26,9,120,18.0,0,2,12,3,2,9,1
11124,20111024,2,6,10,12,14,20,27,19,91,12.0,0,1,14,2,1,4,1
11125,20111026,6,11,20,21,23,24,30,27,135,21.0,2,3,17,0,2,1,1
11126,20111028,2,7,8,17,19,21,29,27,103,17.0,1,5,18,1,5,4,1
11127,20111031,6,10,13,18,19,20,23,9,109,18.0,1,3,14,1,3,9,1
11128,20111102,3,6,7,9,11,12,19,4,67,9.0,2,5,13,2,4,22,1
11129,20111104,4,13,17,22,28,29,30,11,143,22.0,1,3,18,2,3,6,1
11130,20111107,1,3,13,18,21,23,25,6,104,18.0,0,6,14,0,3,3,2
11131,20111109,3,7,12,26,27,28,29,21,132,26.0,1,4,18,1,3,11,2
11132,20111111,2,8,11,13,16,22,26,29,98,13.0,0,2,15,1,3,4,1
11133,20111114,4,8,14,19,22,25,30,15,122,19.0,0,2,15,2,1,3,1
11134,20111116,6,8,20,21,25,29,30,12,139,21.0,2,3,17,1,1,1,1
11135,20111118,4,5,19,23,24,27,29,7,131,23.0,2,5,17,1,4,11,1
11136,20111121,6,10,15,16,19,25,26,11,117,16.0,2,3,14,2,1,3,1
11137,20111123,6,16,17,20,21,28,29,3,137,20.0,3,3,15,0,2,10,1
11138,20111125,2,13,18,24,28,29,30,6,144,24.0,1,2,15,0,3,12,1
11139,20111128,1,7,11,15,21,25,28,13,108,15.0,0,6,14,2,2,2,2
11140,20111130,7,8,9,11,13,22,30,28,100,11.0,1,4,17,0,3,7,1
11141,20111202,3,9,12,14,17,25,30,28,110,14.0,0,4,14,1,2,3,1
11142,20111205,3,15,16,19,21,23,24,27,121,19.0,2,5,15,0,3,10,2
11143,20111207,1,7,8,10,14,17,18,16,75,10.0,2,3,13,1,2,36,1
11144,20111209,9,13,19,25,27,28,29,20,150,25.0,1,6,15,1,3,12,1
11145,20111212,12,20,23,24,25,29,30,15,163,24.0,2,3,15,0,2,25,1
11146,20111214,9,13,16,21,22,26,30,18,137,21.0,1,3,14,1,1,10,1
11147,20111216,1,6,10,20,22,26,30,9,115,20.0,0,1,16,3,0,2,1
11148,20111219,1,2,10,23,25,28,29,20,118,23.0,2,4,19,1,3,35,2
11149,20111221,1,6,11,15,19,20,29,9,101,15.0,1,5,12,1,3,4,1
11150,20111223,1,5,13,15,16,19,24,8,93,15.0,1,5,16,1,3,9,1
11151,20111226,1,16,18,19,24,27,29,30,134,19.0,1,4,16,3,2,6,1
11152,20111228,6,7,9,10,18,19,23,27,92,10.0,3,4,14,0,3,7,1
11153,20111230,4,9,12,14,16,17,20,21,92,14.0,1,2,13,1,1,24,1
12001,20120102,2,11,16,18,20,29,30,14,126,18.0,1,2,16,2,3,3,1
12002,20120104,2,6,14,19,21,27,30,5,119,19.0,0,3,19,2,2,3,1
12003,20120106,5,14,20,21,22,26,28,10,136,21.0,1,2,15,1,1,10,1
12004,20120109,5,8,13,16,17,19,24,12,102,16.0,1,4,14,1,4,9,1
12005,20120111,1,6,9,15,18,22,27,11,98,15.0,0,4,15,1,0,4,1
12006,20120113,11,15,18,19,20,27,28,13,138,19.0,2,4,13,1,2,10,2
12007,20120116,1,9,16,17,20,27,29,15,119,17.0,1,5,18,2,2,3,1
12008,20120118,1,7,9,13,19,21,23,5,93,13.0,0,7,11,1,4,4,2
12009,20120120,2,4,10,18,24,26,27,28,111,18.0,1,1,14,1,1,5,1
12010,20120130,1,8,13,15,22,25,30,21,114,15.0,0,4,15,2,1,3,1
12011,20120201,1,5,7,15,22,25,28,21,103,15.0,0,5,17,0,2,2,2
12012,20120203,1,11,13,16,20,24,29,5,114,16.0,0,4,17,0,3,3,1
12013,20120206,3,11,18,21,23,27,30,10,133,21.0,0,5,17,1,3,1,2
12014,20120208,2,4,7,17,21,25,28,6,104,17.0,0,4,18,1,3,2,2
12015,20120210,2,7,8,18,24,25,30,28,114,18.0,2,2,13,3,2,5,1
12016,20120213,1,8,10,17,21,28,29,5,114,17.0,1,4,16,2,2,2,1
12017,20120215,3,4,13,21,24,25,30,23,120,21.0,2,4,17,1,2,1,1
12018,20120217,7,10,11,13,18,20,25,16,104,13.0,1,4,16,1,3,4,2
12019,20120220,2,5,7,10,14,19,21,11,78,10.0,0,4,13,0,4,36,1
12020,20120222,5,10,11,18,25,27,28,17,124,18.0,2,4,18,0,2,5,1
12021,20120224,2,4,7,8,18,20,24,17,83,8.0,1,1,16,1,2,7,4
12022,20120227,7,8,10,11,20,24,29,4,109,11.0,2,3,16,1,3,8,1
12023,20120229,6,12,16,17,19,26,30,27,126,17.0,1,2,15,0,2,10,1
12024,20120302,1,6,7,8,14,21,30,18,87,8.0,1,3,16,1,1,7,1
12025,20120305,6,7,12,13,17,21,27,29,103,13.0,2,5,13,3,3,9,1
12026,20120307,1,2,6,14,21,26,27,16,97,14.0,2,3,15,0,1,2,1
12027,20120309,3,5,6,15,18,26,30,22,103,15.0,1,3,17,0,2,2,1
12028,20120312,5,7,9,11,13,24,28,4,97,11.0,0,5,11,0,4,8,1
12029,20120314,3,4,5,14,16,27,30,8,99,14.0,1,3,16,1,2,2,1
12030,20120316,8,12,13,19,23,26,27,21,128,19.0,2,4,14,1,3,6,1
12031,20120319,13,14,17,20,21,26,27,23,138,20.0,3,4,12,0,2,27,1
12032,20120321,1,3,10,14,23,26,27,5,104,14.0,1,4,17,0,2,5,1
12033,20120323,1,3,5,6,10,14,30,26,69,6.0,1,3,16,1,2,13,1
12034,20120326,3,5,10,12,15,16,23,29,84,12.0,1,4,15,0,3,4,1
12035,20120328,6,7,9,11,14,20,27,22,94,11.0,1,4,16,2,2,7,1
12036,20120330,9,13,15,18,20,23,29,1,127,18.0,0,5,13,1,3,10,2
12037,20120402,1,7,10,19,20,26,30,18,113,19.0,1,3,17,0,2,2,2
12038,20120404,1,3,10,13,21,24,27,11,99,13.0,0,5,17,0,2,2,1
12039,20120406,2,3,6,18,19,27,28,22,103,18.0,3,3,16,2,3,2,1
12040,20120409,4,5,6,9,14,24,28,19,90,9.0,1,2,16,1,1,8,1
12041,20120411,1,3,13,15,16,17,24,8,89,15.0,1,5,16,1,3,9,1
12042,20120413,3,7,16,17,20,21,29,11,113,17.0,2,5,14,0,4,9,1
12043,20120416,6,10,15,20,23,28,30,9,132,20.0,0,2,16,4,1,1,4
12044,20120418,5,7,10,11,15,25,30,27,103,11.0,1,5,15,1,3,8,2
12045,20120420,6,7,8,12,13,19,30,26,95,12.0,2,3,14,2,3,4,1
12046,20120423,3,9,16,24,25,27,29,21,133,24.0,1,5,19,1,2,11,1
12047,20120425,1,2,12,15,21,23,26,25,100,15.0,1,4,17,1,2,3,2
12048,20120427,1,2,4,11,12,28,29,6,87,11.0,3,3,16,1,3,8,1
12049,20120430,1,11,14,18,23,25,29,9,121,18.0,0,5,18,3,3,1,1
12050,20120502,2,8,11,20,23,24,26,4,114,20.0,1,2,14,1,3,5,1
12051,20120504,2,7,11,17,23,24,29,28,113,17.0,1,5,16,1,6,5,2
12052,20120507,7,8,11,16,26,29,30,1,127,16.0,2,3,15,2,3,5,1
12053,20120509,2,11,12,14,25,28,29,20,121,14.0,2,3,17,0,3,1,1
12054,20120511,2,9,16,18,24,27,28,22,124,18.0,1,2,19,2,1,1,1
12055,20120514,1,3,5,10,12,15,20,14,66,10.0,0,4,14,1,2,36,2
12056,20120516,3,15,16,18,24,25,27,17,128,18.0,2,4,15,1,1,6,1
12057,20120518,1,5,6,16,18,23,25,12,94,16.0,1,4,17,2,2,2,1
12058,20120521,1,3,8,10,17,22,24,16,85,10.0,0,3,10,3,2,7,1
12059,20120523,6,7,9,19,21,26,30,5,118,19.0,1,4,19,0,2,2,1
12060,20120525,2,3,5,7,22,24,25,11,88,7.0,2,4,13,0,4,8,1
12061,20120528,2,3,8,16,19,21,22,27,91,16.0,2,3,14,1,3,33,1
12062,20120530,1,4,6,12,16,22,23,5,84,12.0,1,2,18,0,1,4,1
12063,20120601,4,12,15,18,20,21,25,2,115,18.0,1,3,16,1,0,14,2
12064,20120604,2,14,16,18,20,25,29,26,124,18.0,0,2,15,2,2,10,1
12065,20120606,1,10,11,14,16,23,29,21,104,14.0,1,4,16,2,3,2,1
12066,20120608,6,11,13,15,21,23,29,5,118,15.0,0,6,15,2,4,3,2
12067,20120611,4,7,13,23,26,27,28,30,128,23.0,1,4,18,1,3,11,2
12068,20120613,3,4,10,13,17,19,28,20,94,13.0,1,4,16,1,4,4,1
12069,20120615,5,13,17,19,25,26,29,8,134,19.0,1,6,16,1,5,6,1
12070,20120618,1,7,16,18,19,20,25,8,106,18.0,1,4,16,2,2,9,1
12071,20120620,4,8,10,14,16,22,28,2,102,14.0,0,0,10,1,0,4,1
12072,20120622,3,6,11,24,25,26,29,5,124,24.0,1,4,16,2,3,35,1
12073,20120625,5,8,16,18,22,25,28,4,122,18.0,0,2,15,1,1,3,1
12074,20120627,1,2,10,19,20,21,30,17,103,19.0,2,3,12,0,2,4,1
12075,20120629,2,3,6,10,16,17,20,22,74,10.0,2,2,13,2,3,36,1
12076,20120702,2,4,7,8,13,24,29,9,87,8.0,1,3,15,0,4,8,4
12077,20120704,1,4,19,21,22,28,29,30,124,21.0,2,4,17,1,2,3,1
12078,20120706,1,7,10,23,27,29,30,3,127,23.0,1,5,17,1,3,35,2
12079,20120709,6,14,16,20,21,23,25,9,125,20.0,1,3,15,0,1,10,4
12080,20120711,6,13,19,22,23,27,29,8,139,22.0,1,5,16,2,4,6,1
12081,20120713,6,9,12,13,25,27,29,26,121,13.0,1,5,17,1,2,1,1
12082,20120716,6,7,16,18,25,27,28,19,127,18.0,2,3,13,1,1,1,1
12083,20120718,5,6,9,12,18,19,21,4,90,12.0,2,4,13,0,2,33,1
12084,20120720,1,16,21,23,27,28,30,29,146,23.0,1,4,17,1,1,12,1
12085,20120723,1,2,4,9,14,24,30,21,84,9.0,1,2,19,2,1,8,1
12086,20120725,14,15,18,21,23,25,27,29,143,21.0,1,5,13,0,1,32,2
12087,20120727,1,8,9,22,27,28,30,19,125,22.0,2,3,17,2,0,5,1
12088,20120730,5,7,12,16,17,26,27,13,110,16.0,2,4,15,1,3,3,1
12089,20120801,1,2,4,17,25,29,30,11,108,17.0,2,4,18,1,3,5,1
12090,20120803,1,4,7,9,14,24,30,19,89,9.0,0,3,16,1,1,8,1
12091,20120806,6,9,10,12,17,22,25,20,101,12.0,1,3,15,2,1,4,1
12092,20120808,3,6,11,14,20,21,28,19,103,14.0,1,3,15,2,2,4,1
12093,20120810,15,16,18,23,25,27,28,8,152,23.0,2,4,12,2,1,31,2
12094,20120813,4,9,16,18,19,21,22,28,109,18.0,2,3,15,3,1,24,1
12095,20120815,4,6,12,13,20,21,23,1,99,13.0,2,3,14,0,2,9,1
12096,20120817,2,7,10,20,23,24,30,12,116,20.0,1,2,18,1,3,5,4
12097,20120820,7,8,9,15,20,24,25,29,108,15.0,2,4,16,1,1,2,4
12098,20120822,7,8,14,21,24,25,27,23,126,21.0,2,4,15,0,1,1,1
12099,20120824,3,9,17,21,23,24,28,15,125,21.0,1,5,17,0,3,1,1
12100,20120827,1,4,11,15,18,22,26,6,97,15.0,0,3,13,2,1,4,1
12101,20120829,4,6,9,14,20,26,30,2,109,14.0,0,1,17,1,0,2,1
12102,20120831,2,4,8,13,15,20,23,18,85,13.0,0,3,17,1,3,4,4
12103,20120903,8,10,16,18,22,29,30,1,133,18.0,1,1,15,2,1,3,1
12104,20120905,2,3,4,6,8,9,24,13,56,6.0,2,2,13,1,2,19,1
12105,20120907,5,11,17,18,20,24,27,8,122,18.0,1,4,14,1,3,3,1
12106,20120910,1,5,19,22,24,29,30,28,130,22.0,1,4,20,2,3,1,1
12107,20120912,3,7,10,16,17,27,28,4,108,16.0,2,4,17,0,3,2,1
12108,20120914,5,9,14,18,22,25,29,15,122,18.0,0,4,13,3,2,3,1
12109,20120917,4,7,11,12,14,16,18,29,82,12.0,1,2,13,1,2,33,1
12110,20120919,4,7,9,17,24,25,27,11,113,17.0,1,5,15,1,2,5,1
12111,20120921,1,4,7,9,10,11,24,2,66,9.0,1,4,16,1,2,19,2
12112,20120924,5,7,14,20,22,23,30,19,121,20.0,1,3,15,0,3,3,4
12113,20120926,2,20,21,22,25,26,28,12,144,22.0,2,2,14,0,1,6,1
12114,20120928,2,7,12,16,25,28,29,8,119,16.0,1,3,17,2,3,1,1
12115,20121001,2,8,9,10,13,19,22,29,83,10.0,1,3,16,2,3,36,1
12116,20121003,1,14,15,16,22,23,25,19,116,16.0,2,4,15,1,1,10,4
12117,20121005,15,17,21,23,26,28,29,19,159,23.0,1,5,13,0,3,31,2
12118,20121008,2,9,17,18,20,21,26,10,113,18.0,2,3,17,0,2,9,1
12119,20121010,5,8,9,13,16,21,26,24,98,13.0,1,4,14,0,2,4,1
12120,20121012,10,17,18,19,28,29,30,25,151,19.0,2,3,12,0,3,6,1
12121,20121015,1,7,12,14,20,26,28,21,108,14.0,0,2,14,1,1,3,1
12122,20121017,5,11,14,20,24,29,30,22,133,20.0,1,3,14,2,3,1,1
12123,20121019,1,5,13,20,23,24,30,15,116,20.0,1,4,17,0,3,1,1
12124,20121022,1,14,24,25,27,28,30,18,149,25.0,2,3,16,1,0,15,1
12125,20121024,4,7,12,16,18,25,29,27,111,16.0,0,3,17,2,2,3,1
12126,20121026,6,11,18,20,21,22,25,28,123,20.0,1,3,14,0,1,9,1
12127,20121029,6,10,18,21,26,28,30,19,139,21.0,0,1,16,1,0,1,1
12128,20121031,3,5,6,14,19,23,24,28,94,14.0,2,4,17,0,4,2,1
12129,20121102,1,4,9,17,18,28,29,11,106,17.0,2,4,18,1,2,2,1
12130,20121105,6,7,12,17,19,22,25,13,108,17.0,1,4,15,3,3,9,1
12131,20121107,2,10,15,22,25,27,30,29,131,22.0,0,3,14,2,1,1,1
12132,20121109,1,5,10,17,18,21,30,3,102,17.0,1,4,15,0,2,4,1
12133,20121112,3,8,16,18,23,24,29,12,121,18.0,1,3,14,3,3,1,1
12134,20121114,3,7,11,14,19,20,21,29,95,14.0,1,5,17,1,4,33,1
12135,20121116,8,9,11,13,15,23,24,10,103,13.0,2,5,16,0,3,2,2
12136,20121119,1,5,14,15,16,27,30,23,108,15.0,1,4,16,1,1,3,1
12137,20121121,9,11,23,24,25,29,30,5,151,24.0,2,5,15,0,3,26,1
12138,20121123,5,10,12,22,23,24,30,14,126,22.0,1,2,16,0,2,1,4
12139,20121126,4,6,7,16,19,20,26,24,98,16.0,2,2,16,0,2,4,1
12140,20121128,8,12,17,21,23,25,29,27,135,21.0,0,5,12,1,3,6,1
12141,20121130,1,4,8,13,14,24,27,25,91,13.0,1,3,17,0,1,2,1
12142,20121203,4,9,14,19,22,23,28,7,119,19.0,1,3,14,4,2,3,1
12143,20121205,4,12,13,22,24,25,29,30,129,22.0,2,3,18,0,2,6,1
12144,20121207,1,2,3,6,9,11,23,21,55,6.0,1,5,16,1,4,19,1
12145,20121210,1,5,6,8,9,10,15,25,54,8.0,2,4,11,1,1,16,1
12146,20121212,7,10,12,24,26,28,30,18,137,24.0,0,1,14,1,1,11,4
12147,20121214,2,10,12,13,27,29,30,3,123,13.0,2,3,16,1,3,1,1
12148,20121217,4,10,13,18,19,28,29,23,121,18.0,2,3,15,0,3,3,1
12149,20121219,1,2,4,9,11,17,20,3,64,9.0,1,4,15,1,3,22,1
12150,20121221,7,9,13,14,17,19,29,8,108,14.0,1,6,14,0,5,9,1
12151,20121224,5,8,11,15,20,21,24,2,104,15.0,1,4,13,1,2,4,1
12152,20121226,13,14,16,18,20,24,26,30,131,18.0,1,1,12,2,1,27,1
12153,20121228,11,15,23,25,26,28,29,8,157,25.0,2,5,15,0,3,15,2
12154,20121231,1,2,18,19,24,26,28,8,118,19.0,2,2,18,2,2,1,1
13001,20130102,3,7,8,12,13,15,22,21,80,12.0,2,4,14,0,3,33,2
13001,20130102,3,7,8,12,13,15,22,21,80,12.0,2,4,14,0,3,33,2
13002,20130104,8,15,16,18,19,25,28,2,129,18.0,2,3,14,1,1,10,1
13003,20130107,4,6,13,16,18,19,25,24,101,16.0,1,3,14,1,2,9,1
13004,20130109,2,7,8,14,17,20,25,9,93,14.0,1,3,15,2,3,4,1
13005,20130111,3,10,11,20,24,25,28,27,121,20.0,2,3,16,0,2,5,1
13006,20130114,1,8,13,16,21,25,29,18,113,16.0,0,5,15,2,2,3,1
13007,20130116,1,2,4,5,6,15,26,19,59,5.0,2,3,15,0,2,13,1
13008,20130118,2,19,21,23,25,27,28,18,145,23.0,1,5,15,0,3,12,2
13009,20130121,8,15,18,19,20,26,29,1,135,19.0,1,3,15,0,2,10,1
13010,20130123,1,2,13,14,16,19,26,5,91,14.0,2,3,16,0,3,9,1
13011,20130125,2,3,7,8,10,16,20,29,66,8.0,2,2,15,1,3,22,1
13012,20130128,3,5,8,13,19,22,29,6,99,13.0,0,5,16,2,5,4,1
13013,20130130,4,10,19,20,21,23,26,2,123,20.0,1,3,16,0,2,3,2
13014,20130201,1,12,14,19,25,26,30,3,127,19.0,1,3,15,0,1,6,1
13015,20130204,1,5,6,12,18,19,28,9,89,12.0,2,3,17,0,2,4,1
13016,20130206,4,5,6,8,22,25,30,14,100,8.0,1,2,17,1,1,8,1
13017,20130208,4,8,9,11,14,24,29,10,99,11.0,1,3,15,1,2,8,1
13018,20130218,5,12,20,21,24,26,30,25,138,21.0,1,2,18,1,1,6,1
13019,20130220,5,18,19,20,24,25,27,14,138,20.0,2,4,15,0,2,6,1
13020,20130222,1,2,7,13,23,25,30,22,101,13.0,1,5,17,3,4,5,2
13021,20130225,4,6,8,12,22,25,28,17,105,12.0,0,1,16,0,0,2,1
13022,20130227,1,3,6,13,24,26,28,11,101,13.0,0,3,17,2,2,5,1
13023,20130301,1,10,13,20,24,25,28,2,121,20.0,1,3,17,0,1,1,1
13024,20130304,9,10,19,20,21,22,30,28,131,20.0,2,3,11,0,1,9,1
13025,20130306,4,7,10,19,26,27,29,16,122,19.0,1,4,17,0,3,5,2
13026,20130308,6,9,14,17,20,21,26,12,113,17.0,1,3,14,1,1,9,1
13027,20130311,1,5,7,13,18,23,28,10,95,13.0,0,5,17,3,4,2,2
13028,20130313,2,3,14,18,24,25,30,26,116,18.0,2,2,15,3,2,1,1
13029,20130315,1,2,8,12,15,21,25,20,84,12.0,1,4,15,2,1,4,1
13030,20130318,1,4,6,12,14,20,28,13,85,12.0,0,1,14,0,0,4,1
13031,20130320,5,6,7,14,16,22,23,21,93,14.0,2,3,12,0,3,4,4
13032,20130322,5,7,15,16,22,27,28,25,120,16.0,2,4,17,0,2,3,4
13033,20130325,5,11,18,19,22,26,28,4,129,19.0,1,3,16,3,3,3,1
13034,20130327,1,4,9,15,16,26,30,11,101,15.0,1,3,18,2,0,2,1
13035,20130329,5,9,12,14,19,26,30,21,115,14.0,0,3,15,1,2,3,1
13036,20130401,1,5,12,17,20,23,27,9,105,17.0,0,5,15,1,3,3,2
13037,20130403,1,7,17,21,23,24,30,13,123,21.0,1,5,16,0,3,1,2
13038,20130405,6,7,11,15,16,26,29,2,110,15.0,2,4,16,1,3,2,4
13039,20130408,2,7,8,9,21,25,30,23,102,9.0,1,4,18,3,2,8,1
13040,20130410,2,3,11,12,15,22,24,10,89,12.0,2,3,15,0,3,4,1
13041,20130412,1,4,6,10,14,27,30,25,92,10.0,0,2,17,2,0,8,1
13042,20130415,6,7,9,10,11,12,19,8,74,10.0,2,4,12,1,3,22,1
13043,20130417,3,4,12,14,15,19,26,24,93,14.0,2,3,16,0,2,9,1
13044,20130419,6,9,14,20,21,22,25,2,117,20.0,1,3,15,1,0,9,1
13045,20130422,3,8,13,18,21,25,27,30,115,18.0,0,5,18,2,2,3,1
13046,20130424,1,7,12,19,21,27,29,25,116,19.0,0,6,17,3,3,3,2
13047,20130426,4,13,17,18,19,23,24,7,118,18.0,2,4,14,1,4,10,2
13048,20130429,1,11,17,18,20,21,27,12,115,18.0,2,5,13,1,2,9,1
13049,20130501,1,3,10,12,13,15,20,6,74,12.0,1,4,13,1,2,33,2
13050,20130503,2,4,6,12,18,23,28,14,93,12.0,0,1,16,2,2,2,4
